@relation 'data-weka.filters.unsupervised.attribute.Remove-R3,14-weka.filters.unsupervised.attribute.ReplaceMissingValues'

@attribute age numeric
@attribute workclass {State-gov,Self-emp-not-inc,Private,Federal-gov,Local-gov,Self-emp-inc,Without-pay,Never-worked}
@attribute education {Bachelors,HS-grad,11th,Masters,9th,Some-college,Assoc-acdm,Assoc-voc,7th-8th,Doctorate,Prof-school,5th-6th,10th,1st-4th,Preschool,12th}
@attribute education-num numeric
@attribute marital-status {Never-married,Married-civ-spouse,Divorced,Married-spouse-absent,Separated,Married-AF-spouse,Widowed}
@attribute occupation {Adm-clerical,Exec-managerial,Handlers-cleaners,Prof-specialty,Other-service,Sales,Craft-repair,Transport-moving,Farming-fishing,Machine-op-inspct,Tech-support,Protective-serv,Armed-Forces,Priv-house-serv}
@attribute relationship {Not-in-family,Husband,Wife,Own-child,Unmarried,Other-relative}
@attribute race {White,Black,Asian-Pac-Islander,Amer-Indian-Eskimo,Other}
@attribute sex {Male,Female}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class {<=50K,>50K}

@data
47,Local-gov,11th,7,Divorced,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,0,40,<=50K
41,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,<=50K
57,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Wife,White,Male,0,0,50,<=50K
41,Private,Some-college,10,Divorced,Exec-managerial,Husband,White,Male,0,0,50,<=50K
61,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
47,Self-emp-not-inc,Doctorate,16,Never-married,Prof-specialty,Husband,White,Female,0,1408,45,<=50K
20,Private,Some-college,10,Never-married,Adm-clerical,Husband,Black,Female,0,0,40,<=50K
38,State-gov,Some-college,10,Never-married,Exec-managerial,Husband,White,Male,0,0,38,<=50K
22,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,20,<=50K
45,Private,Some-college,10,Widowed,Adm-clerical,Husband,White,Female,0,0,12,<=50K
41,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,<=50K
34,Private,Assoc-voc,11,Never-married,Other-service,Husband,White,Male,0,0,40,<=50K
47,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,>50K
22,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,25,<=50K
75,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
51,Private,HS-grad,9,Divorced,Adm-clerical,Husband,White,Male,0,0,48,<=50K
46,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,<=50K
61,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
29,Private,HS-grad,9,Never-married,Adm-clerical,Husband,Black,Female,0,0,37,<=50K
26,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,0,0,40,<=50K
32,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,<=50K
56,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,<=50K
73,Private,10th,6,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,<=50K
33,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,65,<=50K
54,Private,HS-grad,9,Divorced,Exec-managerial,Husband,White,Female,0,0,40,<=50K
41,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,<=50K
37,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,>50K
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K
35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,40,>50K
29,Private,11th,7,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,36,<=50K
39,Private,Assoc-acdm,12,Never-married,Sales,Husband,White,Female,0,0,60,<=50K
51,Self-emp-not-inc,12th,8,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,<=50K
48,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,40,>50K
32,State-gov,HS-grad,9,Divorced,Protective-serv,Husband,Other,Male,0,0,40,<=50K
21,Private,9th,5,Never-married,Machine-op-inspct,Husband,White,Male,0,0,43,<=50K
71,Private,12th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
25,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,60,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,<=50K
25,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,<=50K
59,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
29,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,<=50K
56,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,<=50K
50,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,<=50K
38,Private,9th,5,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,<=50K
56,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
23,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
41,Private,Bachelors,13,Separated,Craft-repair,Own-child,White,Male,0,0,20,<=50K
39,Private,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,<=50K
27,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,30,<=50K
85,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,>50K
24,Private,HS-grad,9,Never-married,Adm-clerical,Husband,White,Male,0,0,48,<=50K
47,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,<=50K
43,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,<=50K
62,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,<=50K
18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,16,<=50K
45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,<=50K
44,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
26,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,<=50K
75,Private,10th,6,Widowed,Adm-clerical,Husband,Black,Female,0,0,30,<=50K
44,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,<=50K
24,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
24,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,<=50K
67,Self-emp-not-inc,HS-grad,9,Divorced,Prof-specialty,Husband,White,Female,0,0,20,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,<=50K
30,Private,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,<=50K
31,Private,HS-grad,9,Never-married,Transport-moving,Husband,Black,Male,0,0,45,<=50K
72,Self-emp-inc,Some-college,10,Widowed,Exec-managerial,Husband,White,Female,18481,0,50,>50K
26,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,<=50K
43,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Female,0,0,40,<=50K
36,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
55,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,<=50K
23,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,<=50K
58,Private,Some-college,10,Widowed,Sales,Husband,White,Female,0,0,40,<=50K
54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,<=50K
44,Private,10th,6,Divorced,Adm-clerical,Husband,Other,Female,0,0,42,<=50K
46,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
25,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,<=50K
29,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
19,Private,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,60,<=50K
46,Local-gov,Bachelors,13,Divorced,Protective-serv,Husband,Black,Male,0,0,40,>50K
48,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,45,<=50K
25,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,<=50K
54,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,>50K
39,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,39,>50K
20,Private,Assoc-voc,11,Never-married,Adm-clerical,Husband,White,Female,0,0,40,<=50K
22,Private,7th-8th,4,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,<=50K
27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,<=50K
41,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
43,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,<=50K
76,Private,1st-4th,2,Widowed,Adm-clerical,Husband,Black,Male,0,0,40,<=50K
27,State-gov,10th,6,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,<=50K
42,Private,Some-college,10,Divorced,Adm-clerical,Husband,White,Female,0,0,40,<=50K
22,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,<=50K
51,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,<=50K
26,Self-emp-inc,HS-grad,9,Never-married,Farming-fishing,Husband,White,Male,0,0,65,<=50K
45,Local-gov,Masters,14,Never-married,Prof-specialty,Husband,White,Male,0,0,35,>50K
53,Private,HS-grad,9,Separated,Other-service,Husband,White,Female,0,0,30,<=50K
50,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38,<=50K
33,Private,Some-college,10,Divorced,Exec-managerial,Husband,White,Male,0,0,50,<=50K
44,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,<=50K
20,Private,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,8,<=50K
19,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,<=50K
43,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,<=50K
63,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,<=50K
42,Private,HS-grad,9,Divorced,Adm-clerical,Husband,Black,Female,0,0,40,<=50K
47,Federal-gov,Some-college,10,Divorced,Adm-clerical,Husband,White,Female,0,0,40,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,38,<=50K
18,State-gov,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,10,<=50K
34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,<=50K
45,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,>50K
63,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
28,Private,Assoc-voc,11,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,<=50K
32,Private,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,<=50K
48,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,<=50K
25,Private,Some-college,10,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K
31,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,45,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,<=50K
47,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,>50K
25,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,35,<=50K
31,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Husband,White,Male,0,0,60,<=50K
19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,<=50K
35,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,<=50K
22,Local-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,1617,40,<=50K
54,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,<=50K
19,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,15,<=50K
25,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,<=50K
23,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
49,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,<=50K
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,28,<=50K
21,Private,HS-grad,9,Never-married,Priv-house-serv,Husband,Black,Female,0,0,30,<=50K
37,Private,HS-grad,9,Divorced,Tech-support,Husband,White,Male,0,0,40,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
37,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,<=50K
26,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,<=50K
42,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,<=50K
37,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Male,0,0,40,<=50K
24,Private,9th,5,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,40,<=50K
45,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
43,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,<=50K
34,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,<=50K
25,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,<=50K
18,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,40,<=50K
46,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,<=50K
44,Private,HS-grad,9,Married-AF-spouse,Adm-clerical,Husband,White,Female,0,0,14,<=50K
24,Private,HS-grad,9,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,0,25,<=50K
26,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Other,Male,0,0,38,<=50K
45,Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Female,0,0,40,<=50K
44,Private,Bachelors,13,Never-married,Exec-managerial,Husband,White,Male,0,0,60,<=50K
35,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,75,<=50K
44,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,<=50K
25,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,<=50K
63,Private,9th,5,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,<=50K
37,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
44,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,<=50K
30,Private,HS-grad,9,Never-married,Adm-clerical,Husband,Black,Female,0,0,37,<=50K
23,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
26,Private,Some-college,10,Divorced,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
43,Private,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Other,Female,0,0,19,<=50K
20,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,<=50K
23,Private,HS-grad,9,Never-married,Transport-moving,Husband,White,Male,0,0,40,<=50K
35,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,50,<=50K
70,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,38,<=50K
62,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,1974,40,<=50K
53,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,<=50K
38,Private,Some-college,10,Divorced,Adm-clerical,Husband,White,Female,0,0,40,<=50K
49,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,<=50K
35,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,38,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,<=50K
43,Private,Assoc-acdm,12,Never-married,Adm-clerical,Husband,White,Female,0,0,40,<=50K
25,Private,Some-college,10,Never-married,Sales,Husband,Black,Male,0,0,44,<=50K
37,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,15,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,<=50K
58,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,<=50K
52,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
41,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,<=50K
22,Private,Some-college,10,Never-married,Adm-clerical,Husband,White,Female,0,1602,35,<=50K
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,<=50K
35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Male,0,0,40,<=50K
41,Private,Some-college,10,Divorced,Craft-repair,Other-relative,White,Male,0,0,50,<=50K
24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,<=50K
60,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,>50K
65,Private,Some-college,10,Divorced,Sales,Husband,White,Female,0,0,40,<=50K
45,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,<=50K
83,Private,Masters,14,Never-married,Prof-specialty,Husband,White,Female,0,0,40,<=50K
25,Private,Masters,14,Never-married,Prof-specialty,Husband,White,Male,0,0,40,<=50K
43,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,<=50K
33,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,<=50K
55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,50,<=50K
45,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
30,Private,Some-college,10,Divorced,Adm-clerical,Husband,White,Female,0,0,40,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
35,Self-emp-not-inc,1st-4th,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,35,<=50K
20,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,12,<=50K
36,Private,Assoc-acdm,12,Never-married,Exec-managerial,Husband,White,Female,3325,0,60,<=50K
18,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,<=50K
31,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
46,Local-gov,Masters,14,Divorced,Prof-specialty,Husband,White,Female,0,1876,45,<=50K
61,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K
47,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Male,0,0,60,<=50K
72,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,60,>50K
39,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,30,<=50K
51,State-gov,HS-grad,9,Divorced,Exec-managerial,Husband,White,Female,0,0,50,<=50K
51,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Husband,White,Female,0,0,40,<=50K
20,Private,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Female,2463,0,38,<=50K
43,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,<=50K
45,Private,Some-college,10,Widowed,Adm-clerical,Husband,Black,Female,0,0,40,<=50K
27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,<=50K
25,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
46,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,52,<=50K
40,Private,HS-grad,9,Divorced,Craft-repair,Husband,Black,Male,0,0,40,<=50K
27,Private,12th,8,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K
17,Private,10th,6,Never-married,Sales,Own-child,White,Female,0,0,15,<=50K
73,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,<=50K
46,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,<=50K
27,Private,HS-grad,9,Never-married,Other-service,Husband,Black,Female,0,0,40,<=50K
35,State-gov,HS-grad,9,Divorced,Other-service,Husband,White,Female,0,0,20,<=50K
40,Private,HS-grad,9,Divorced,Exec-managerial,Husband,White,Female,0,0,40,<=50K
25,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,<=50K
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
24,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
21,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
20,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,<=50K
43,Private,10th,6,Divorced,Farming-fishing,Husband,White,Male,0,0,70,<=50K
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,1602,40,<=50K
81,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,<=50K
32,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,<=50K
25,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
23,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,<=50K
48,Private,11th,7,Divorced,Other-service,Husband,White,Female,0,0,40,<=50K
28,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,<=50K
30,Private,9th,5,Never-married,Handlers-cleaners,Husband,Black,Male,0,0,36,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,<=50K
59,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,13,<=50K
25,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,<=50K
32,Private,11th,7,Divorced,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
26,Private,Some-college,10,Divorced,Adm-clerical,Husband,White,Female,0,0,40,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,<=50K
36,Local-gov,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,39,<=50K
17,Local-gov,12th,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,<=50K
32,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,<=50K
68,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,60,<=50K
18,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,<=50K
23,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,<=50K
47,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,<=50K
34,Private,HS-grad,9,Never-married,Sales,Husband,Black,Female,0,0,20,<=50K
62,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,<=50K
49,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,<=50K
17,Private,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,5,<=50K
35,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,<=50K
40,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,>50K
18,Private,HS-grad,9,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,25,<=50K
45,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
73,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,>50K
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,<=50K
26,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,<=50K
37,Private,1st-4th,2,Never-married,Farming-fishing,Own-child,Black,Male,0,0,60,<=50K
34,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,8,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,40,<=50K
42,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,75,<=50K
23,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,<=50K
