@relation test_miss-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute age numeric
@attribute workclass {Local-gov,Private,State-gov,Self-emp-inc,Federal-gov,Self-emp-not-inc,Never-worked,Without-pay}
@attribute fnlwgt numeric
@attribute education {7th-8th,HS-grad,Bachelors,Masters,Some-college,Prof-school,10th,1st-4th,11th,5th-6th,Assoc-voc,Doctorate,12th,Assoc-acdm,Preschool,9th}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Separated,Widowed,Never-married,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Farming-fishing,Craft-repair,Adm-clerical,Prof-specialty,Sales,Other-service,Protective-serv,Transport-moving,Machine-op-inspct,Tech-support,Exec-managerial,Handlers-cleaners,Priv-house-serv,Armed-Forces}
@attribute relationship {Husband,Wife,Own-child,Not-in-family,Other-relative}
@attribute race {White,Black,Asian-Pac-Islander,Other,Amer-Indian-Eskimo}
@attribute sex {Male,Female}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Iran,Puerto-Rico,El-Salvador,Haiti,Mexico,Scotland,Cuba,Philippines,Trinadad&Tobago,Canada,Peru,Laos,Dominican-Republic,England,Poland,Japan,Vietnam,Ecuador,Columbia,Germany,Italy,South,France,India,Honduras,China,Greece,Jamaica,Taiwan,Guatemala,Portugal,Nicaragua,Outlying-US(Guam-USVI-etc),Cambodia,Hungary,Ireland,Hong}
@attribute class {<=50K,>50K}

@data
24,State-gov,178294,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,0,0,20,United-States,<=50K
32,Private,144005,Bachelors,13,Never-married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
32,State-gov,481039,HS-grad,9,Never-married,Other-service,Husband,Black,Female,0,0,38,United-States,<=50K
43,Private,326280,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
28,Local-gov,163663,Bachelors,13,Never-married,Protective-serv,Husband,White,Female,4650,0,56,United-States,<=50K
21,Private,113121,5th-6th,3,Separated,Other-service,Other-relative,White,Female,0,0,20,Mexico,<=50K
24,Private,229716,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K
41,Private,103692,HS-grad,9,Separated,Other-service,Husband,White,Female,0,0,40,Mexico,<=50K
48,Self-emp-inc,160203,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
40,Private,49012,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,United-States,<=50K
41,Private,100305,Assoc-voc,11,Married-civ-spouse,Sales,Husband,Black,Male,7298,0,90,United-States,>50K
53,Self-emp-inc,139180,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,60,United-States,>50K
68,Private,243513,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
49,Private,134810,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
37,Private,305994,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,48,United-States,<=50K
51,Local-gov,159405,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,32,United-States,<=50K
24,Private,154782,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,66346,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
50,Private,167881,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
59,Local-gov,250371,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,United-States,<=50K
26,Local-gov,106479,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,28,El-Salvador,<=50K
34,Federal-gov,43732,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,32,United-States,<=50K
32,Private,42412,HS-grad,9,Divorced,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,Self-emp-inc,81585,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,60,United-States,<=50K
24,Private,165010,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,286152,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
21,Private,254901,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,367186,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,40,United-States,<=50K
50,Private,194028,HS-grad,9,Divorced,Sales,Husband,White,Female,0,0,35,United-States,<=50K
41,Self-emp-not-inc,40083,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States,<=50K
28,Private,104426,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,0,0,65,United-States,<=50K
29,Self-emp-not-inc,172748,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
20,Private,242876,10th,6,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,23,Mexico,<=50K
38,Private,177342,10th,6,Married-spouse-absent,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,186391,Bachelors,13,Never-married,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
44,Private,280394,HS-grad,9,Divorced,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
46,Private,45585,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,<=50K
39,Private,184981,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
26,Private,77100,HS-grad,9,Divorced,Sales,Husband,White,Female,0,0,35,United-States,<=50K
47,State-gov,101290,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,25,United-States,<=50K
21,Private,210855,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
38,Private,29466,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
17,Private,139200,11th,7,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,35,Yugoslavia,<=50K
52,Private,301266,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,48,United-States,<=50K
23,Private,42086,Assoc-voc,11,Never-married,Craft-repair,Own-child,Other,Male,0,0,38,Mexico,<=50K
30,State-gov,390914,Assoc-voc,11,Never-married,Exec-managerial,Husband,White,Female,0,0,50,United-States,<=50K
30,Private,176476,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,United-States,<=50K
47,Self-emp-not-inc,189297,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,35,United-States,<=50K
70,Private,125147,Some-college,10,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,<=50K
53,Private,109391,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
32,Private,197538,HS-grad,9,Married-spouse-absent,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
32,State-gov,217091,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,140661,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,45455,Some-college,10,Never-married,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K
45,Self-emp-not-inc,208790,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States,<=50K
35,Private,159987,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,0,1564,40,United-States,>50K
33,Private,199269,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,United-States,<=50K
58,Self-emp-not-inc,258807,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Male,0,0,60,United-States,<=50K
61,Private,312750,Some-college,10,Divorced,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,145825,HS-grad,9,Separated,Adm-clerical,Husband,White,Male,0,0,40,Columbia,<=50K
31,Private,206555,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States,>50K
21,Private,99067,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,28,United-States,<=50K
51,Self-emp-not-inc,331593,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,Canada,<=50K
28,Private,368222,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,31,United-States,<=50K
40,Private,189914,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,16,United-States,<=50K
34,Private,137220,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,42,United-States,>50K
31,Local-gov,161091,HS-grad,9,Never-married,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,35,United-States,<=50K
64,Private,226063,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,<=50K
43,Private,143439,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,50,United-States,<=50K
31,Private,154070,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
31,Self-emp-inc,46054,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
29,Private,174340,Assoc-voc,11,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,United-States,<=50K
52,Private,94392,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
22,Private,305211,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,175614,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,20,United-States,<=50K
47,Local-gov,33784,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
24,State-gov,187092,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K
56,Private,280336,11th,7,Separated,Other-service,Husband,Black,Female,0,0,42,United-States,<=50K
88,Self-emp-not-inc,182689,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,127818,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
18,Private,457266,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,45,United-States,<=50K
66,Private,121248,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,182370,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
30,Local-gov,351136,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,5013,0,45,United-States,<=50K
31,Private,54729,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
24,State-gov,136617,HS-grad,9,Never-married,Other-service,Husband,Black,Female,0,0,38,United-States,<=50K
46,Private,245226,Bachelors,13,Divorced,Tech-support,Husband,White,Female,0,0,16,United-States,<=50K
36,Private,36134,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,113967,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
40,Local-gov,204156,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,50,United-States,<=50K
27,Private,170994,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
24,Private,224360,Some-college,10,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,<=50K
22,Private,171124,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
19,Private,201931,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,44988,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
43,Private,132978,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,50,United-States,<=50K
21,Private,187747,Assoc-voc,11,Never-married,Protective-serv,Husband,White,Male,0,0,60,United-States,<=50K
42,Private,110201,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
40,Self-emp-not-inc,328000,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
45,Private,250548,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
60,Local-gov,426124,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States,<=50K
30,Private,114338,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Poland,<=50K
43,Private,183698,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
30,Self-emp-not-inc,204169,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
36,Private,29530,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Female,7298,0,24,United-States,<=50K
43,Private,305150,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,128466,Bachelors,13,Never-married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
42,Federal-gov,87771,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K
32,Private,131642,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
48,Self-emp-not-inc,49177,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,United-States,<=50K
21,Private,50757,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,175965,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,366655,HS-grad,9,Never-married,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
31,Private,257067,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,48,United-States,<=50K
25,Private,172912,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,28513,12th,8,Married-civ-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
19,Private,58973,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
25,Private,384442,10th,6,Never-married,Machine-op-inspct,Other-relative,Black,Female,0,0,20,United-States,<=50K
25,Private,158713,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,184236,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
47,Private,463172,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
52,Self-emp-not-inc,62675,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
78,Private,184301,7th-8th,4,Widowed,Priv-house-serv,Husband,White,Female,0,0,23,United-States,<=50K
44,Self-emp-not-inc,208273,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
57,Private,182497,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
44,Private,227071,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K
44,Federal-gov,214828,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,170246,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
19,Private,252109,Some-college,10,Never-married,Sales,Own-child,White,Female,0,1602,40,United-States,<=50K
36,Private,206458,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
36,Private,40768,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
61,Self-emp-not-inc,98197,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,35,United-States,<=50K
35,Private,157388,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,28,United-States,<=50K
42,Private,151040,HS-grad,9,Divorced,Other-service,Husband,White,Male,0,0,40,United-States,>50K
56,Private,144722,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,40,United-States,<=50K
65,Private,113024,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Female,0,0,40,United-States,<=50K
75,Private,74388,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
23,Private,54861,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,4508,0,40,United-States,<=50K
23,Private,111317,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,50,United-States,<=50K
29,Private,201043,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,50189,Some-college,10,Never-married,Other-service,Husband,White,Male,0,0,24,United-States,<=50K
54,Private,296706,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2415,40,United-States,<=50K
40,Private,164263,HS-grad,9,Divorced,Adm-clerical,Husband,Black,Female,0,625,40,United-States,<=50K
24,Private,55503,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
59,Private,26999,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
23,Private,83111,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,313005,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,Laos,<=50K
45,Private,253211,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
60,Self-emp-inc,250894,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,20,United-States,>50K
37,Private,120596,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,45,United-States,<=50K
36,Private,24609,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
50,Private,89256,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,United-States,<=50K
30,Private,66064,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,<=50K
20,Private,21066,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
63,Private,106676,7th-8th,4,Divorced,Protective-serv,Husband,Black,Male,0,1719,40,United-States,<=50K
39,State-gov,200431,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
28,Private,375469,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
43,Private,92309,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,119871,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50K
55,Self-emp-not-inc,69471,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,70,United-States,>50K
46,Private,121514,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
23,Private,121797,9th,5,Divorced,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
30,Private,242736,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
26,Private,113024,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,38,Mexico,<=50K
46,Private,394070,Some-college,10,Never-married,Sales,Husband,White,Male,0,0,48,United-States,>50K
57,Private,179951,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
46,Self-emp-inc,268326,Assoc-voc,11,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,63,Thailand,<=50K
22,Private,210751,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,United-States,<=50K
53,Self-emp-not-inc,201222,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,<=50K
44,Private,112049,HS-grad,9,Divorced,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
52,Private,169255,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
54,Private,303513,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
32,Local-gov,220506,Some-college,10,Never-married,Protective-serv,Husband,Black,Male,0,0,40,United-States,<=50K
59,Self-emp-inc,21431,Assoc-voc,11,Divorced,Sales,Husband,White,Male,10520,0,60,United-States,>50K
50,Private,135018,11th,7,Divorced,Machine-op-inspct,Husband,Black,Female,0,0,35,United-States,<=50K
28,Private,48037,Bachelors,13,Never-married,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
27,Private,180960,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,United-States,<=50K
45,Private,107291,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
46,Private,113819,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
22,Private,356004,5th-6th,3,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,<=50K
19,Private,285434,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
59,Self-emp-not-inc,218039,HS-grad,9,Divorced,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,37554,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
17,Private,225465,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
56,Private,164224,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
36,Local-gov,36728,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
35,Private,94957,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,Peru,<=50K
31,State-gov,216869,Some-college,10,Never-married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
53,Self-emp-not-inc,145913,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
75,Local-gov,250179,HS-grad,9,Widowed,Adm-clerical,Husband,White,Female,0,1870,35,United-States,<=50K
25,Private,174541,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,195960,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Female,0,0,35,United-States,<=50K
37,Private,204802,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
38,Private,209110,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,38,United-States,<=50K
36,Private,156402,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
27,Private,113235,HS-grad,9,Separated,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
50,Private,170014,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,80,United-States,>50K
52,Private,151904,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
37,Local-gov,168808,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,United-States,<=50K
58,Private,427334,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
36,Private,129436,Bachelors,13,Divorced,Exec-managerial,Husband,White,Male,4787,0,40,United-States,>50K
38,Private,273913,HS-grad,9,Married-civ-spouse,Tech-support,Wife,Black,Male,0,0,38,United-States,<=50K
54,Private,194920,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,10605,0,6,United-States,>50K
35,Private,136647,Bachelors,13,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K
40,Private,224186,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
36,Private,138691,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,White,Male,0,0,40,United-States,<=50K
47,Private,261953,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,China,<=50K
30,Private,259713,HS-grad,9,Divorced,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
37,Private,125622,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,Cuba,<=50K
34,Private,199701,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
47,State-gov,195811,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
37,Private,243208,HS-grad,9,Separated,Prof-specialty,Husband,White,Female,0,0,38,United-States,<=50K
60,Private,141567,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
23,Private,128888,Assoc-voc,11,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
59,Private,102306,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,<=50K
72,Self-emp-not-inc,138797,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
57,Private,42455,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,United-States,<=50K
23,Private,160557,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,28,United-States,<=50K
40,Private,141857,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
58,Private,28507,9th,5,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,<=50K
28,Private,103969,Bachelors,13,Never-married,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
44,Private,110109,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
35,Private,104834,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1848,35,Taiwan,<=50K
30,Private,238283,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
43,Private,137007,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,1762,40,United-States,<=50K
51,Private,205048,Doctorate,16,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,United-States,>50K
32,Private,288641,HS-grad,9,Never-married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,155831,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
23,Private,190300,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
47,Private,68174,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,16,United-States,<=50K
61,Self-emp-inc,251158,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,>50K
31,Self-emp-not-inc,178153,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States,<=50K
18,Private,355287,11th,7,Never-married,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
